song_name,artist_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
Flava,Manny,111380,0.97,0.416,0.423,0.928,9,0.206,-15.069,0,0.248,76.372,4,0.41,52
Just Dripping,Anne Suu,54539,0.939,0.543,0.037,0.146,10,0.0989,-23.305,1,0.0396,76.113,4,0.213,52
Syrup,Dweeb,66206,0.754,0.679,0.172,0.938,0,0.107,-13.146,1,0.0441,86.998,4,0.223,53
Panacea.,Misc.Inc,85714,0.876,0.618,0.211,0.849,9,0.0887,-16.41,1,0.208,83.982,4,0.142,53
obsidian,Nohidea,184048,0.878,0.352,0.418,0.0348,5,0.106,-8.171,0,0.0391,86.51,4,0.0381,52
RideOut,enjo,79024,0.915,0.78,0.327,0.689,10,0.112,-8.763,1,0.136,82.027,4,0.388,54
Recollections,jrd.,147716,0.891,0.799,0.0375,0.928,11,0.102,-15.162,1,0.456,78.132,5,0.615,52
It’s Fine,Chopef,156000,0.822,0.689,0.574,0.645,9,0.115,-7.454,1,0.0589,79.984,4,0.3,52
Wasted Years,Arvo to me,171450,0.476,0.809,0.287,0.839,5,0.119,-8.89,0,0.0595,84,4,0.651,52
viaduct creek,Delayde,84000,0.537,0.738,0.207,0.934,11,0.112,-13.185,0,0.273,80.051,4,0.661,59
Silence,Philanthrope,105101,0.838,0.651,0.183,0.925,9,0.0891,-9.388,0,0.056,151.971,4,0.687,57
mansnothot (instrumental),Intalekt,160348,0.452,0.582,0.284,0.222,10,0.109,-8.997,0,0.0407,137.404,4,0.0833,51
Snitchfoot,Karavelo,167687,0.786,0.644,0.318,0.935,7,0.128,-14.637,1,0.0973,89.31,4,0.297,52
Phin,Estugarda,85448,0.0497,0.677,0.211,0.898,2,0.0993,-12.762,1,0.0335,84.293,4,0.562,52
realms,twuan,101270,0.939,0.725,0.315,0.806,8,0.0627,-13.941,1,0.0364,152.763,4,0.206,52
Floating,wuf,88521,0.594,0.694,0.124,0.917,10,0.111,-18.156,0,0.0493,152.098,4,0.856,53
night skye,miska.,75789,0.985,0.542,0.3,0.94,4,0.101,-17.405,0,0.306,75.637,4,0.346,50
Aqua skies,leaf beach,102077,0.818,0.562,0.377,0.792,1,0.116,-14.323,1,0.427,72.807,4,0.12,53
blxt,asbeluxt,56041,0.793,0.555,0.246,0.941,6,0.117,-13.867,1,0.0539,84.942,4,0.364,51
Jeux D'eau,sad toï,144000,0.85,0.779,0.23,0.0228,0,0.683,-16.382,1,0.457,73.512,4,0.258,65
Winter Walks,Lungfulls,95600,0.883,0.564,0.265,0.916,11,0.121,-12.867,1,0.0673,83.298,4,0.344,52
Xx22-2,Lapis,158000,0.917,0.44,0.132,0.268,2,0.0946,-22.323,0,0.168,166.729,3,0.773,51
Fuse,Brenky,84371,0.922,0.667,0.209,0.932,10,0.124,-13.383,0,0.0501,148.152,4,0.664,52
Bridges,.Sinh,112786,0.589,0.644,0.258,0.946,7,0.0807,-20.552,0,0.0534,166.356,4,0.207,53
Out West,Sumwun,86334,0.587,0.717,0.103,0.803,11,0.111,-10.601,0,0.0925,88.989,4,0.39,51
Garlic W/Primate,illiterate,81658,0.647,0.755,0.496,0.407,10,0.0918,-6.396,1,0.287,82.383,4,0.362,51
But Not So Fast,Bertholet,78956,0.133,0.586,0.275,0.813,6,0.109,-12.917,1,0.0406,150.298,4,0.389,51
Merci,jrd.,100242,0.248,0.796,0.105,0.817,11,0.108,-13.837,0,0.0761,160.293,4,0.922,51
Putyahandzup,Juan Rios,81000,0.516,0.809,0.51,0.808,9,0.312,-9.297,0,0.211,83.125,4,0.493,55
Green Tea,chief.,129000,0.766,0.582,0.223,0.954,1,0.0658,-11.915,0,0.0688,80.093,4,0.0392,51
whereucomefrom.,oofoe,76300,0.808,0.872,0.207,0.961,10,0.114,-14.776,0,0.425,77.048,4,0.961,53
Noairleft,Lostiu.,110769,0.798,0.604,0.291,0.889,0,0.144,-13.967,1,0.392,78.066,1,0.111,51
You're on My Mind,Nokiaa,87000,0.814,0.651,0.128,0.908,2,0.0596,-14.998,1,0.0511,160.001,4,0.238,51
Coolaroonehh.,Smeyeul.,99200,0.927,0.585,0.164,0.433,9,0.11,-14.274,0,0.245,99.964,4,0.177,50
Loss,Chris Keys,118932,0.893,0.527,0.187,0.919,9,0.1,-11.717,1,0.307,170.397,4,0.805,50
Rest Easy,Cozy Collective,137195,0.844,0.42,0.0881,0.214,4,0.151,-12.717,1,0.293,211.644,3,0.636,51
Sky Map,Natural Swing,147458,0.455,0.773,0.0319,0.485,2,0.096,-19.455,0,0.25,80.583,4,0.0377,50
singularita t,Bilo 503,140487,0.967,0.422,0.434,0.0132,3,0.106,-10.173,0,0.226,81.695,4,0.309,9
Crises,organic_kid,163500,0.972,0.589,0.194,0.873,5,0.0841,-13.551,1,0.0974,82.123,4,0.474,50
"simply, her",frumhere,83500,0.931,0.591,0.403,0.823,7,0.126,-13.788,1,0.163,77.173,4,0.144,62
Jaffa Cakes,HM Surf,123200,0.377,0.647,0.545,0.554,1,0.13,-8.015,0,0.0356,150.002,4,0.299,50
night time,Chill Children,59600,0.902,0.723,0.111,0.857,0,0.104,-15.101,0,0.143,78.986,4,0.733,50
pigments.,Fushou.,96217,0.854,0.752,0.322,0.933,4,0.124,-12.053,0,0.268,79.899,4,0.501,54
sunday,Smeyeul.,96000,0.9,0.683,0.103,0.308,9,0.076,-12.762,0,0.0567,79.99,4,0.197,50
lostinadream,bastrd,87272,0.114,0.686,0.721,0.917,1,0.162,-5.886,0,0.146,76.892,4,0.599,50
4 [bump],[bsd.u],64719,0.969,0.826,0.391,0.025,0,0.114,-10.978,1,0.498,79.139,4,0.813,53
Village,Wun Two,75789,0.456,0.816,0.216,0.0901,0,0.151,-13.551,1,0.652,75.972,4,0.972,51
Aura,JFilt,102536,0.0774,0,0.56,0.963,11,0.589,-9.866,1,0,0,0,0,50
The Road,Flynn,108000,0.962,0.497,0.345,0.944,5,0.108,-7.666,0,0.181,77.695,4,0.669,50
aural sex,less.people,194360,0.955,0.596,0.149,0.688,9,0.0868,-16.955,0,0.0543,98.793,4,0.165,50
outerspace,memory,98181,0.826,0.767,0.238,0.555,11,0.102,-16.318,0,0.746,87.696,4,0.183,50
Washing Away,goosetaf,112353,0.744,0.84,0.453,0.00086,11,0.16,-7.554,1,0.168,87.043,4,0.648,50
Sunlight Wake,Dead Gorgeous Records,95992,0.959,0.833,0.615,0.945,3,0.112,-9.296,0,0.272,85.063,4,0.843,50
hope I'm never like that,Joe Nora,94461,0.872,0.771,0.58,0.572,0,0.136,-10.679,1,0.453,85.069,4,0.43,50
Cereal Keef,7apes,77333,0.3,0.897,0.386,0.761,11,0.101,-8.304,1,0.093,89.998,4,0.79,50
1412,Afluen,109090,0.303,0.914,0.245,0.482,4,0.107,-9.504,0,0.411,87.992,4,0.648,50
Reminisce,Howiewonder,126340,0.606,0.393,0.266,0.926,9,0.11,-15.228,0,0.0634,75.523,4,0.493,50
lay up,Bonnaz,93000,0.182,0.728,0.318,0.951,6,0.115,-12.446,1,0.0776,89.748,4,0.909,50
Wandering Worlds,Tyler Showers,127934,0.82,0.861,0.296,0.597,9,0.0955,-18.689,1,0.156,144.059,4,0.508,50
jk,fragile.,127773,0.9,0.718,0.0918,0.865,0,0.112,-19.474,1,0.0683,127.975,4,0.162,50
life's short,Soft Eyez,97215,0.854,0.64,0.457,0.321,6,0.078,-12.804,0,0.468,157.915,4,0.23,50
Piensa,Kudai,197770,0.143,0.543,0.61,0,5,0.0927,-7.988,0,0.029,114.702,3,0.291,50
Intuición,Javiera Mena,233800,0.00962,0.705,0.763,5.62E-05,1,0.486,-4.904,0,0.0405,113.03,4,0.589,40
Llueve Sobre La Ciudad,Los Bunkers,236426,0.0387,0.488,0.795,0,9,0.0452,-4.157,0,0.0336,107.846,4,0.803,69
1977,Ana Tijoux,204036,0.00448,0.678,0.687,0.000419,2,0.0847,-7.206,1,0.0401,104.166,4,0.527,42
"Bailar Bien, Bailar Mal",Gepe,225920,0.0401,0.737,0.65,0.000122,10,0.238,-8.806,1,0.0453,93.009,4,0.812,51
Tren Al Sur,Los Prisioneros,338253,0.00418,0.585,0.624,0.0229,9,0.0765,-8.966,0,0.0746,180.503,4,0.728,65
La Torre de Babel,Los Tres,210653,0.0939,0.773,0.956,0.00102,9,0.0687,-4.163,0,0.114,120.095,4,0.656,50
Siempre Es Viernes En Mi Corazón,Alex Anwandter,218933,0.126,0.75,0.6,0.0214,2,0.0727,-5.518,0,0.0327,126.003,4,0.701,42
Quiero Verte Más,Francisca Valenzuela,251706,0.256,0.62,0.612,4.68E-06,0,0.1,-5.328,1,0.31,184.981,4,0.721,50
Mataz,Lucybell,349200,0.095,0.739,0.52,0.0169,11,0.143,-9.891,1,0.038,90.06,4,0.666,51
Amárrame,Mon Laferte,207333,0.247,0.563,0.674,0.00226,5,0.107,-4.554,0,0.048,179.977,4,0.784,75
Qué He Sacado Con Quererte,Inti-Illimani,286906,0.897,0.656,0.366,0.0028,6,0.182,-9.29,0,0.03,135.964,4,0.463,52
Los Adolescentes,Dënver,407746,0.00277,0.583,0.86,0.00477,2,0.112,-5.214,1,0.0337,115.003,4,0.279,41
You (feat. Nora Norman),Dj Bitman,222914,0.203,0.663,0.7,0.000313,1,0.129,-5.814,1,0.045,109.993,4,0.351,34
Más De La Mitad,Cami,248893,0.73,0.332,0.572,6.49E-05,7,0.0991,-6.827,1,0.0467,139.654,3,0.145,46
La Rosa De Los Vientos,Makiza,309453,0.236,0.657,0.578,0.00746,3,0.212,-6.682,0,0.13,89.948,4,0.819,55
Sube a Nacer Conmigo Hermano,Los Jaivas,287386,0.465,0.602,0.798,8.78E-05,3,0.119,-5.227,0,0.0465,109.924,4,0.928,54
Millones,Camila Moreno,222432,0.598,0.483,0.556,0,2,0.122,-5.388,1,0.0344,131.786,3,0.332,43
Hablar de Ti,Manuel Garcia,252000,0.834,0.357,0.3,0.00886,2,0.0732,-12.243,1,0.0341,80.657,4,0.289,49
Día Cero,La Ley,271706,0.0438,0.684,0.763,7.68E-05,7,0.0916,-6.861,0,0.046,99.918,4,0.678,58
Panda,Astro,169093,0.00548,0.605,0.863,0.04,7,0.0474,-4.961,1,0.0384,116.413,4,0.898,41
Veranito de San Juan,Paz Court,273800,0.454,0.565,0.783,0.000999,4,0.726,-7.356,1,0.119,75.99,4,0.467,37
Papi ¿Dónde Está El Funk?,Los Tetas,352373,0.33,0.646,0.683,2.65E-05,0,0.624,-8.517,0,0.274,76.886,4,0.668,53
Dejalo,De Saloon,219853,0.0279,0.379,0.949,0,9,0.179,-1.81,1,0.0523,104,4,0.797,49
"Verde, amarillo y rojo",Gondwana,338146,0.617,0.389,0.898,6.73E-05,4,0.659,-6.445,1,0.265,170.167,4,0.697,62
La espina,Santaferia,230400,0.146,0.566,0.619,1.15E-06,7,0.0785,-6.879,1,0.0419,177.97,4,0.791,61
Qué dirá el santo padre,Quilapayún,169960,0.604,0.703,0.707,0,5,0.916,-7.695,0,0.115,116.056,4,0.526,37
Inteligencia Dormida,Pedropiedra,231840,0.239,0.781,0.56,0,2,0.333,-6.356,1,0.0491,82.963,4,0.696,56
Salto Alto,Ases Falsos,334416,0.506,0.607,0.857,2.46E-05,4,0.118,-4.035,1,0.0328,123.945,4,0.357,38
Arde Santiago,Adrianigual,206626,0.0376,0.738,0.724,0.0804,2,0.251,-6.467,1,0.0441,119.986,4,0.807,0
Manifiesto,Victor Jara,269096,0.972,0.492,0.24,0.141,11,0.0736,-13.386,1,0.0397,85.49,3,0.279,46
Dejando Libre el Amor,Chancho En Piedra,262157,0.00384,0.822,0.58,0.00221,0,0.0758,-8.473,0,0.0303,119.992,4,0.961,55
Ordenanado unas cosas,Villa Cariño,227276,0.0154,0.667,0.77,7.13E-05,5,0.372,-3.891,1,0.0312,108.011,4,0.907,56
Mi Muñeca Me Habló,31 Minutos,125501,0.494,0.688,0.616,0,9,0.273,-4.613,0,0.0275,98.237,4,0.881,36
Carnavalito del Ciempiés,Nano Stern,175549,0.736,0.651,0.476,3.08E-06,0,0.175,-8.711,0,0.0843,89.928,4,0.909,46
La Tortuga Vacilona,La Combo Tortuga,221213,0.152,0.698,0.961,0,11,0.114,-5.177,0,0.0889,122.185,4,0.935,58
Carnaval,Fernando Milagros,178346,0.715,0.528,0.546,9.60E-06,9,0.112,-9.958,0,0.0247,83.528,3,0.436,0
A donde va el amor,Fran Sfeir,200867,0.202,0.586,0.663,0,6,0.193,-4.085,0,0.0284,138.035,4,0.495,34
Melaza - Remaster 2004,Tiro De Gracia,179000,0.39,0.738,0.855,0,10,0.152,-7.565,0,0.209,97.091,4,0.922,50
Aquí Me Tienes,Consuelo Schuster,230706,0.45,0.594,0.475,1.07E-06,9,0.103,-6.18,1,0.0297,75.928,4,0.249,41
Latino & Proud,DJ Raff,220306,0.105,0.866,0.452,5.01E-05,10,0.314,-6.751,0,0.291,98.004,4,0.967,43
Explorador,Fother Muckers,171213,0.0215,0.71,0.69,0,8,0.0636,-5.765,1,0.0368,123.705,4,0.765,41
Help Me,Dj Bitman,237866,0.09,0.854,0.778,4.85E-06,1,0.104,-3.585,1,0.049,106.09,4,0.968,35
Mil Amores,330am,228252,0.0191,0.48,0.531,0,7,0.118,-7.19,1,0.0281,75.055,4,0.223,40
Estrellas,Vesta Lugg,209133,0.448,0.629,0.499,0,1,0.101,-8.512,1,0.0277,97.01,4,0.181,19
Wokman,Papanegro,189746,0.0855,0.763,0.735,0,1,0.0484,-6.609,1,0.196,112.404,4,0.934,0
Báilalo,Garras de Amor,229840,0.136,0.711,0.833,2.12E-05,9,0.0533,-4.601,0,0.0343,98.99,4,0.857,52
Baila como hombre,( Me Llamo ) Sebastián,205000,0.571,0.711,0.528,0,9,0.489,-7.341,0,0.0408,110.162,4,0.656,51
Me Reparto en Ti,Dulce y Agraz,237428,0.119,0.562,0.607,0,11,0.114,-7.67,1,0.0253,99.975,4,0.711,0
Bailando Como Mono,La Floripondio,186848,0.0209,0.678,0.648,0,7,0.175,-6.518,1,0.0312,114.95,4,0.971,46
Que Salgan los Dragones,Chinoy,388813,0.535,0.378,0.571,4.53E-06,9,0.105,-8.97,1,0.0334,128.177,3,0.229,34
Gracias a la Vida,Violeta Parra,278040,0.811,0.649,0.144,2.42E-06,0,0.089,-16.809,1,0.0522,119.193,4,0.264,52
Jardines,El Cómodo Silencio De Los Que Hablan Poco,316413,0.161,0.547,0.949,0.0187,11,0.286,-5.461,1,0.0355,105.961,4,0.362,35
En la Vía,Perrosky,198785,0.099,0.535,0.503,0.000743,7,0.11,-9.415,1,0.0588,135.054,4,0.828,28
Señorita,Planeta No,216039,0.00233,0.638,0.79,0.428,11,0.298,-5.05,1,0.0255,103.997,4,0.885,0
Lo Que Aprendí,Carolina Nissen,214173,0.573,0.697,0.476,0.000211,1,0.113,-8.214,1,0.0322,75.04,4,0.57,21
Casa latina,Odisea,390959,0.0114,0.573,0.811,0.00155,0,0.166,-6.861,0,0.0292,110.978,4,0.739,39
Que Suba El Momento,Prehistöricos,287213,0.0179,0.47,0.745,0.0489,0,0.117,-8.234,1,0.0423,145.03,4,0.265,40
Alguna Solución,Los Valentina,270000,0.0017,0.703,0.725,0.0262,9,0.0751,-4.851,1,0.0306,120.031,4,0.57,34
Pelos,CHC,150725,0.159,0.919,0.569,0.00997,6,0.0564,-4.608,0,0.106,115.009,4,0.818,23
Cae la Noche,Marineros,265893,0.00616,0.654,0.631,0.171,9,0.0715,-7.42,0,0.0272,115.002,4,0.65,36
Los Bajos Vibran En Mi Pecho,Mariel Mariel,232870,0.0443,0.634,0.734,8.94E-05,0,0.0606,-6.265,1,0.0671,92.608,4,0.627,29
Me Cargaste,Cristóbal Briceño,261500,0.0375,0.964,0.503,0.0627,6,0.118,-7.633,0,0.0451,125.001,4,0.823,28
Danky,Tunacola,275293,0.00359,0.647,0.932,7.57E-05,5,0.076,-3.88,1,0.0764,107.973,4,0.366,0
La Negrita,Vicente Cifuentes,154794,0.41,0.666,0.55,7.64E-06,1,0.185,-8.228,0,0.0269,140.062,4,0.795,26
Nefertiti,Protistas,265573,0.0418,0.545,0.856,0.048,9,0.158,-4.685,1,0.0359,127.959,3,0.441,25
El House,Alejandro Paz,293901,0.00023,0.75,0.772,0.919,4,0.0708,-8.261,0,0.0527,120.003,4,0.335,44
Tormenta Solar,Fakuta,226280,0.00209,0.716,0.815,0.00107,0,0.102,-5.883,0,0.0298,117.001,4,0.702,29
Inercia,MKRNI,234240,0.014,0.668,0.73,0.405,9,0.546,-6.595,0,0.0235,107.981,4,0.611,36
Reptil No Gentil,Playa Gótica,184938,0.0265,0.742,0.675,0.0314,11,0.379,-4.78,0,0.0291,120.016,4,0.776,28
Relax and Mambo,Machito,192464,0.902,0.689,0.382,0.672,10,0.0784,-12.164,0,0.0444,123.342,4,0.488,1
Ran Kan Kan,Tito Puente,188920,0.74,0.625,0.939,0.101,2,0.188,-5.278,1,0.0334,102.948,4,0.759,41
"Blen, Blen, Blen",Tito Rodriguez,195253,0.71,0.542,0.744,5.20E-05,7,0.128,-8.573,1,0.0855,122.851,4,0.773,34
Mambo No 5,Pérez Prado,162213,0.337,0.816,0.416,0.791,5,0.0452,-17.795,0,0.244,90.148,4,0.817,52
El Pito (I'll Never Go Back to Georgia),Joe Cuba,334813,0.815,0.709,0.931,0.0232,7,0.25,-4.694,1,0.0618,155.148,4,0.908,36
La Guarachera,Celia Cruz,164986,0.395,0.503,0.927,0.000472,0,0.222,-5.582,1,0.0557,129.272,4,0.573,34
El Cayuco,Tito Puente,155693,0.444,0.748,0.626,0.166,7,0.0445,-9.086,1,0.0588,127.688,4,0.91,39
Mambo Inn,Machito,829586,0.724,0.489,0.762,0.574,7,0.098,-10.652,1,0.0543,91.668,4,0.763,0
Mambo Manila,Tito Rodriguez,190440,0.806,0.571,0.802,0.755,0,0.0592,-7.438,0,0.0559,147.562,4,0.572,29
Azucar,Eddie Palmieri,574933,0.446,0.458,0.796,0.0233,2,0.0845,-7.332,1,0.0334,108.271,4,0.508,1
Jamaiquino,Machito,415306,0.402,0.765,0.649,2.59E-05,0,0.458,-9.398,0,0.043,118.214,4,0.932,0
The Peanut Vendor,Pérez Prado,161343,0.668,0.527,0.768,0.806,5,0.161,-6.815,1,0.0736,172.531,4,0.908,0
Mambo Infierno,Machito & His Afro-Cubans,171373,0.761,0.566,0.504,0.097,2,0.0599,-7.543,0,0.0455,90.645,4,0.74,31
Buchipluma Na' Ma',Charlie Palmieri,326560,0.735,0.62,0.794,0.0891,2,0.318,-7.685,1,0.0406,103.84,4,0.924,27
Yo No Soy Guapo,Eddie Palmieri,305574,0.718,0.611,0.836,0.255,10,0.112,-4.163,0,0.0499,110.057,4,0.899,27
Que Rico El Mambo,Mambo,280253,0.611,0.743,0.65,0.821,7,0.14,-8.584,0,0.0378,101.116,4,0.895,31
Mi Jebita,Orlando Marin,275373,0.619,0.552,0.752,0.00162,0,0.341,-12.808,1,0.0571,100.643,4,0.901,24
Bochinchosa,Joe Cuba,204666,0.926,0.73,0.806,0.00413,8,0.144,-5.778,1,0.0396,87.578,4,0.924,28
Cao Cao Mani Picao,Celia Cruz,227760,0.453,0.726,0.833,0.00467,7,0.169,-6.694,0,0.0527,98.89,4,0.969,29
Babarabatiri,Machito,833493,0.817,0.501,0.668,0.629,11,0.0966,-11.736,0,0.0615,104.809,4,0.919,0
Que Rico,Tito Rodriguez,176346,0.896,0.674,0.757,0.453,1,0.0759,-11.87,1,0.053,140.19,4,0.903,0
Mambo,Cachao,192235,0.168,0.734,0.5,0.0218,11,0.0592,-13.262,0,0.0619,104.471,4,0.793,29
La Pelota,Ray Barretto,256506,0.722,0.56,0.677,0.0404,0,0.0784,-7.481,0,0.0634,130.081,4,0.941,29
María,Tito Rodriguez,161986,0.906,0.843,0.483,0.00523,3,0.113,-14.776,1,0.0638,141.295,4,0.964,0
Mambo Jambo,Pérez Prado,195533,0.668,0.653,0.492,0.813,5,0.19,-17.149,1,0.0531,121.994,4,0.92,36
Me Lo Dijo Adela (Sweet and Gentle),Machito Orchestra,156946,0.571,0.663,0.645,0.0366,5,0.287,-5.905,1,0.0484,127.498,4,0.701,23
Mambo Italiano - 1998 - Remastered,Dean Martin,139680,0.818,0.688,0.403,0,1,0.118,-9.63,0,0.226,152.903,4,0.689,49
Kimbya (feat. Manny Roman),Bobby Marin,261590,0.496,0.418,0.958,0.0583,7,0.497,-5.678,1,0.0728,123.639,4,0.676,0
Yambύ,Tito Rodriguez,254560,0.752,0.605,0.61,6.89E-06,9,0.156,-7.723,1,0.0765,101.864,4,0.919,25
Oye Como Va,Tito Puente,181069,0.651,0.712,0.339,0.000845,7,0.0829,-15.237,1,0.051,123.753,4,0.886,27
Asia Minor,Machito,181186,0.582,0.45,0.723,0.861,5,0.193,-8.285,1,0.0357,147.291,4,0.893,23
Mama Guela,Tito Rodriguez,162906,0.791,0.614,0.731,0.0142,5,0.618,-4.871,1,0.0555,110.643,4,0.735,26
Separala Tambien,La Playa Sextet,161174,0.833,0.411,0.176,0.879,2,0.133,-22.848,1,0.0559,170.45,4,0.956,21
Por Que Me Enganas,Charlie Palmieri,254933,0.558,0.694,0.648,0.000413,2,0.0695,-8.914,0,0.044,92.108,4,0.821,25
No Cuentes Conmigo,Tito Rodriguez,183413,0.781,0.698,0.565,0.00545,8,0.0803,-10.755,1,0.078,132.829,4,0.883,0
La Toalla,Tito Rodriguez,172200,0.873,0.616,0.729,0.0222,5,0.0474,-10.09,0,0.0418,105.291,4,0.931,27
Cogele el Golpe,Cachao,165772,0.637,0.681,0.81,0.396,11,0.165,-5.688,1,0.104,94.18,4,0.47,33
The Herb Vendor ( El Yerbero),Machito,184773,0.743,0.564,0.496,0.00812,9,0.0808,-13.968,0,0.0422,147.502,4,0.839,21
Mambo Is Here to Stay,Machito,179073,0.979,0.619,0.626,0.807,11,0.141,-10.286,1,0.175,164.288,4,0.844,20
Mambo Gozon,Tito Puente,168986,0.0562,0.711,0.43,0.883,4,0.258,-15.717,0,0.0816,104.986,4,0.602,40
Rico Vacilon,Machito Orchestra,164000,0.71,0.639,0.782,1.88E-05,6,0.0967,-6.396,0,0.0841,133.299,4,0.755,22
Charanga Jam,Bobby Marin,265952,0.325,0.483,0.788,0.289,2,0.0906,-10.612,1,0.0334,106.329,4,0.884,23
Patricia,Pérez Prado,128360,0.188,0.541,0.676,0.803,0,0.123,-7.988,1,0.135,76.231,4,0.911,33
Patricia,Pérez Prado,141093,0.13,0.71,0.508,0.0487,1,0.119,-10.663,1,0.0665,138.999,4,0.748,0
Kenya,Machito,184786,0.839,0.605,0.662,0.782,7,0.207,-9.698,0,0.0443,106.029,4,0.722,21
Complicación,Tito Puente,200840,0.654,0.719,0.715,0.00504,7,0.251,-9.358,0,0.0532,95.167,4,0.961,26
Si Si No No,Machito,196920,0.791,0.633,0.511,5.29E-05,0,0.0972,-4.77,1,0.0534,112.011,4,0.677,22
Hong Kong Mambo,Tito Puente & His Orchestra,225933,0.844,0.673,0.599,0.884,10,0.151,-10.492,0,0.0483,91.168,4,0.732,26
Mi Chiquita Quiere Bembé,Tito Puente & His Orchestra,235333,0.548,0.636,0.724,0.0227,9,0.0707,-8.24,1,0.0428,135.915,4,0.923,22
Wild Jungle - 2000 Remastered Version,Machito,167893,0.912,0.41,0.788,0.809,5,0.0997,-12.182,0,0.0393,152.47,4,0.788,24
Saca Tu Mujer,Tito Puente & His Orchestra,184826,0.866,0.711,0.803,0.87,2,0.231,-8.789,1,0.0391,99.64,4,0.957,22
Baile Mi Mambo,Tito Puente,187000,0.774,0.687,0.512,0.0328,8,0.22,-10.49,1,0.0492,123.494,4,0.961,24
Varsity Drag - Mambo Jazz Instrumental,Tito Puente,170533,0.76,0.608,0.656,0.913,0,0.245,-9.668,1,0.0426,96.054,4,0.653,24
Papa Loves Mambo,Perry Como,161640,0.727,0.648,0.528,1.51E-05,0,0.127,-9.965,1,0.0623,82.097,4,0.903,38
Aprende a Querer,Orlando Marin,326826,0.287,0.556,0.597,7.54E-05,5,0.113,-13.701,1,0.145,109.174,4,0.606,20
Don't Let Me Down,The Chainsmokers,208373,0.157,0.532,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.422,84
In the Name of Love,Martin Garrix,195706,0.109,0.501,0.519,0,4,0.454,-5.88,0,0.0409,133.99,4,0.168,83
FRIENDS,Marshmello,202620,0.205,0.626,0.88,0,9,0.128,-2.384,0,0.0504,95.079,4,0.534,90
The Middle,Zedd,184732,0.208,0.748,0.652,0,7,0.128,-3.02,1,0.058,106.914,4,0.431,55
Never Forget You,Zara Larsson,213427,0.00312,0.583,0.732,9.86E-06,11,0.269,-5.728,0,0.0457,145.992,4,0.276,22
Strip That Down,Liam Payne,204502,0.22,0.874,0.497,0,6,0.0761,-5.484,1,0.0562,106.023,4,0.542,83
IDGAF,Dua Lipa,217946,0.0403,0.836,0.544,0,7,0.0824,-5.975,1,0.0943,97.028,4,0.51,89
Cheap Thrills,Sia,211666,0.0472,0.628,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732,79
What Lovers Do (feat. SZA),Maroon 5,199849,0.0767,0.796,0.606,2.99E-06,5,0.0863,-5.254,0,0.0657,110.007,4,0.42,22
no tears left to cry,Ariana Grande,205920,0.04,0.699,0.713,3.11E-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354,92
Better Now,Post Malone,231266,0.354,0.68,0.563,0,10,0.136,-5.843,1,0.0454,145.028,4,0.374,95
Closer,The Chainsmokers,244960,0.414,0.748,0.524,0,8,0.111,-5.599,1,0.0338,95.01,4,0.661,87
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,197933,0.0353,0.663,0.713,7.68E-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69,42
Let You Down,NF,212120,0.33,0.659,0.716,0,5,0.173,-5.673,0,0.111,148.015,4,0.437,46
New Rules,Dua Lipa,209320,0.00261,0.762,0.7,1.56E-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608,88
I'm the One,DJ Khaled,288876,0.0533,0.599,0.667,0,7,0.134,-4.267,1,0.0367,80.984,4,0.817,27
2002,Anne-Marie,186986,0.0372,0.697,0.683,0,1,0.137,-2.881,0,0.117,96.133,4,0.603,85
Work from Home,Fifth Harmony,214480,0.103,0.803,0.585,3.94E-06,8,0.0644,-5.861,1,0.0432,105.017,4,0.593,82
Stay (with Alessia Cara),Zedd,210090,0.253,0.69,0.622,0,5,0.116,-5.025,0,0.0622,102.04,4,0.544,84
I Like Me Better,Lauv,197436,0.535,0.752,0.505,2.55E-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,88
Young Dumb & Broke,Khalid,202546,0.199,0.798,0.539,1.66E-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394,87
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,174800,0.0393,0.659,0.717,0,8,0.0769,-4.202,1,0.0581,103.036,4,0.71,46
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,166138,0.0369,0.736,0.879,0.000736,9,0.233,-3.782,0,0.0696,107.976,4,0.757,59
Mi Gente,J Balvin,189029,0.0178,0.548,0.701,1.34E-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309,40
Hymn For The Weekend - Seeb Remix,Coldplay,212647,0.00868,0.565,0.849,4.68E-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427,78
Weak,AJR,202193,0.127,0.672,0.642,0,5,0.137,-4.552,1,0.0461,123.984,4,0.656,69
"Me, Myself & I",G-Eazy,251466,0.0186,0.757,0.672,0,0,0.158,-6.524,0,0.0955,111.996,4,0.382,80
